State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income
37,097,NC,Iredell County,"18,210",9.4,"73,446"
37,099,NC,Jackson County,"6,916",17.6,"58,491"
37,101,NC,Johnston County,"23,285",10.0,"80,612"
37,103,NC,Jones County,"1,560",17.1,"56,079"
37,105,NC,Lee County,"10,200",15.8,"58,244"
37,107,NC,Lenoir County,"11,408",21.3,"46,410"
37,109,NC,Lincoln County,"8,267",9.0,"78,615"
37,111,NC,McDowell County,"7,020",16.1,"54,042"
37,113,NC,Macon County,"4,662",12.4,"53,832"
37,115,NC,Madison County,"3,121",15.0,"54,137"
37,117,NC,Martin County,"4,340",20.4,"44,445"
37,119,NC,Mecklenburg County,"115,511",10.3,"80,645"
37,121,NC,Mitchell County,"2,356",15.7,"53,555"
37,123,NC,Montgomery County,"4,139",16.4,"55,313"
37,125,NC,Moore County,"10,220",9.8,"84,458"
37,127,NC,Nash County,"13,636",14.5,"55,406"
37,129,NC,New Hanover County,"26,876",11.7,"70,995"
37,131,NC,Northampton County,"3,229",19.6,"51,550"
37,133,NC,Onslow County,"22,869",12.4,"62,190"
37,135,NC,Orange County,"18,594",13.3,"87,780"
37,137,NC,Pamlico County,"1,799",15.5,"59,845"
37,139,NC,Pasquotank County,"5,922",15.4,"59,066"
37,141,NC,Pender County,"6,779",10.5,"73,663"
37,143,NC,Perquimans County,"1,751",13.4,"60,665"
37,145,NC,Person County,"5,397",13.8,"61,302"
37,147,NC,Pitt County,"32,848",19.5,"57,319"
37,149,NC,Polk County,"2,546",13.0,"61,585"
37,151,NC,Randolph County,"20,479",14.2,"58,037"
37,153,NC,Richmond County,"9,410",22.6,"44,383"
37,155,NC,Robeson County,"29,466",26.1,"39,931"
37,157,NC,Rockingham County,"15,436",17.0,"52,494"
37,159,NC,Rowan County,"21,651",14.9,"61,105"
37,161,NC,Rutherford County,"10,500",16.4,"53,485"
37,163,NC,Sampson County,"11,707",20.1,"52,248"
37,165,NC,Scotland County,"7,420",24.1,"45,996"
37,167,NC,Stanly County,"8,046",12.9,"58,642"
37,169,NC,Stokes County,"4,683",10.5,"56,259"
37,171,NC,Surry County,"12,242",17.3,"49,524"
37,173,NC,Swain County,"1,846",13.5,"55,462"
37,175,NC,Transylvania County,"4,362",13.4,"62,173"
37,177,NC,Tyrrell County,639,19.7,"42,514"
37,179,NC,Union County,"17,565",7.1,"95,079"
37,181,NC,Vance County,"8,368",20.1,"49,961"
37,183,NC,Wake County,"86,727",7.5,"97,099"
37,185,NC,Warren County,"3,695",20.7,"47,170"
37,187,NC,Washington County,"2,252",21.1,"46,072"
37,189,NC,Watauga County,"10,007",21.0,"57,888"
37,191,NC,Wayne County,"20,467",18.0,"55,635"
37,193,NC,Wilkes County,"12,348",19.1,"48,229"
37,195,NC,Wilson County,"15,293",19.7,"51,535"
37,197,NC,Yadkin County,"4,478",12.1,"61,464"
37,199,NC,Yancey County,"2,766",14.8,"54,455"
38,000,ND,North Dakota,"84,207",11.2,"73,240"
38,001,ND,Adams County,256,12.5,"57,593"
38,003,ND,Barnes County,"1,177",11.5,"67,058"
38,005,ND,Benson County,"1,441",25.3,"56,605"
38,007,ND,Billings County,102,10.0,"85,947"
38,009,ND,Bottineau County,587,9.5,"69,351"
38,011,ND,Bowman County,257,9.0,"75,386"
38,013,ND,Burke County,207,9.6,"75,931"
38,015,ND,Burleigh County,"9,332",9.8,"83,111"
38,017,ND,Cass County,"21,797",11.8,"70,002"
38,019,ND,Cavalier County,313,8.9,"73,221"
38,021,ND,Dickey County,604,12.8,"56,326"
38,023,ND,Divide County,233,10.9,"70,513"
38,025,ND,Dunn County,450,11.4,"82,490"
38,027,ND,Eddy County,261,11.6,"58,848"
38,029,ND,Emmons County,388,12.2,"60,952"
38,031,ND,Foster County,303,9.2,"83,156"
38,033,ND,Golden Valley County,253,14.8,"64,823"
38,035,ND,Grand Forks County,"9,118",13.4,"64,914"
38,037,ND,Grant County,448,20.3,"43,988"
38,039,ND,Griggs County,260,12.0,"59,332"
38,041,ND,Hettinger County,276,12.1,"66,192"
38,043,ND,Kidder County,356,14.9,"56,951"
38,045,ND,LaMoure County,398,9.9,"77,744"
38,047,ND,Logan County,265,14.8,"60,695"
38,049,ND,McHenry County,614,12.0,"65,378"
38,051,ND,McIntosh County,344,14.5,"57,614"
38,053,ND,McKenzie County,"1,188",8.6,"84,206"
38,055,ND,McLean County,969,10.1,"79,935"
38,057,ND,Mercer County,587,7.2,"90,092"
38,059,ND,Morton County,"3,291",10.0,"75,133"
38,061,ND,Mountrail County,934,10.1,"74,094"
38,063,ND,Nelson County,315,10.9,"59,947"
38,065,ND,Oliver County,179,9.7,"79,521"
38,067,ND,Pembina County,635,9.6,"69,141"
38,069,ND,Pierce County,442,11.6,"59,007"
38,071,ND,Ramsey County,"1,437",13.0,"71,307"
38,073,ND,Ransom County,425,7.8,"76,130"
38,075,ND,Renville County,188,8.6,"71,271"
38,077,ND,Richland County,"1,504",9.6,"74,253"
38,079,ND,Rolette County,"3,020",25.7,"50,598"
38,081,ND,Sargent County,301,8.0,"75,325"
38,083,ND,Sheridan County,220,17.2,"56,922"
38,085,ND,Sioux County,"1,196",33.0,"43,721"
38,087,ND,Slope County,81,12.1,"69,249"
38,089,ND,Stark County,"2,980",9.3,"86,963"
38,091,ND,Steele County,139,7.8,"81,081"
38,093,ND,Stutsman County,"2,162",10.9,"65,633"
38,095,ND,Towner County,204,10.0,"70,656"
38,097,ND,Traill County,654,8.6,"79,065"
38,099,ND,Walsh County,"1,097",10.7,"67,249"
38,101,ND,Ward County,"6,529",9.8,"72,091"
38,103,ND,Wells County,481,12.5,"66,294"
38,105,ND,Williams County,"3,009",8.0,"84,145"
39,000,OH,Ohio,"1,537,902",13.4,"65,786"
39,001,OH,Adams County,"5,354",19.8,"49,068"
39,003,OH,Allen County,"12,570",12.9,"60,384"
39,005,OH,Ashland County,"5,393",10.6,"62,037"
39,007,OH,Ashtabula County,"16,280",17.4,"52,468"
39,009,OH,Athens County,"11,625",21.6,"48,265"
39,011,OH,Auglaize County,"3,790",8.4,"71,669"
39,013,OH,Belmont County,"10,591",17.2,"55,573"
39,015,OH,Brown County,"7,019",16.3,"64,034"
39,017,OH,Butler County,"44,146",11.7,"74,841"
39,019,OH,Carroll County,"3,055",11.6,"62,482"
39,021,OH,Champaign County,"3,753",9.8,"72,784"
39,023,OH,Clark County,"19,944",15.1,"57,264"
39,025,OH,Clermont County,"18,724",9.0,"79,492"
39,027,OH,Clinton County,"4,970",12.2,"65,927"
39,029,OH,Columbiana County,"15,017",15.5,"54,167"
39,031,OH,Coshocton County,"5,448",15.1,"50,731"
39,033,OH,Crawford County,"6,206",15.2,"55,912"
39,035,OH,Cuyahoga County,"201,450",16.6,"60,808"
39,037,OH,Darke County,"5,539",10.9,"65,643"
39,039,OH,Defiance County,"4,023",10.7,"63,904"
39,041,OH,Delaware County,"10,385",4.6,"121,528"
39,043,OH,Erie County,"8,335",11.4,"67,925"
39,045,OH,Fairfield County,"13,961",8.8,"82,447"
39,047,OH,Fayette County,"4,166",14.7,"56,901"
39,049,OH,Franklin County,"195,678",15.1,"69,762"
39,051,OH,Fulton County,"3,393",8.1,"75,383"
39,053,OH,Gallia County,"5,676",20.0,"51,449"
39,055,OH,Geauga County,"5,997",6.4,"101,636"
39,057,OH,Greene County,"15,145",9.4,"82,769"
39,059,OH,Guernsey County,"5,719",15.2,"56,004"
39,061,OH,Hamilton County,"124,767",15.6,"67,033"
39,063,OH,Hancock County,"6,286",8.6,"72,658"
39,065,OH,Hardin County,"4,269",15.0,"58,844"
39,067,OH,Harrison County,"1,962",13.9,"55,129"
39,069,OH,Henry County,"2,444",9.0,"72,122"
39,071,OH,Highland County,"6,339",14.8,"59,464"
39,073,OH,Hocking County,"4,194",15.2,"57,353"
39,075,OH,Holmes County,"3,505",8.0,"75,226"
39,077,OH,Huron County,"7,438",12.9,"61,482"
39,079,OH,Jackson County,"5,912",18.4,"54,893"
39,081,OH,Jefferson County,"11,626",18.8,"54,272"
39,083,OH,Knox County,"7,287",12.2,"68,334"
39,085,OH,Lake County,"20,444",8.9,"76,163"
39,087,OH,Lawrence County,"9,583",17.1,"51,062"
39,089,OH,Licking County,"18,074",10.2,"76,596"
39,091,OH,Logan County,"5,858",12.9,"62,449"
39,093,OH,Lorain County,"39,513",12.8,"67,124"
39,095,OH,Lucas County,"74,533",17.9,"57,971"
39,097,OH,Madison County,"3,926",10.0,"78,533"
39,099,OH,Mahoning County,"41,912",19.2,"54,774"
39,101,OH,Marion County,"10,029",16.9,"59,012"
39,103,OH,Medina County,"12,288",6.8,"89,108"
39,105,OH,Meigs County,"3,969",18.3,"46,393"
39,107,OH,Mercer County,"3,447",8.3,"72,077"
39,109,OH,Miami County,"10,693",9.8,"72,887"
39,111,OH,Monroe County,"1,823",13.9,"56,384"
39,113,OH,Montgomery County,"74,391",14.3,"62,794"
39,115,OH,Morgan County,"2,292",17.0,"58,803"
39,117,OH,Morrow County,"3,783",10.8,"71,835"
39,119,OH,Muskingum County,"11,524",13.7,"58,791"
39,121,OH,Noble County,"1,835",15.9,"57,054"
39,123,OH,Ottawa County,"3,917",9.9,"72,780"
39,125,OH,Paulding County,"1,861",10.0,"66,332"
39,127,OH,Perry County,"5,445",15.5,"60,448"
39,129,OH,Pickaway County,"5,369",9.6,"75,916"
39,131,OH,Pike County,"5,252",19.7,"55,029"
39,133,OH,Portage County,"19,299",12.4,"72,965"
39,135,OH,Preble County,"4,221",10.5,"67,605"
39,137,OH,Putnam County,"2,206",6.5,"81,780"
39,139,OH,Richland County,"17,953",15.2,"54,906"
39,141,OH,Ross County,"9,783",13.7,"60,352"
39,143,OH,Sandusky County,"6,996",12.1,"62,473"
39,145,OH,Scioto County,"15,113",21.8,"48,465"
39,147,OH,Seneca County,"6,258",12.0,"63,221"
39,149,OH,Shelby County,"4,402",9.3,"72,498"
39,151,OH,Stark County,"48,044",13.2,"64,557"
39,153,OH,Summit County,"66,303",12.6,"66,034"
39,155,OH,Trumbull County,"31,959",16.2,"54,406"
39,157,OH,Tuscarawas County,"10,432",11.5,"59,626"
39,159,OH,Union County,"3,331",5.2,"104,512"
39,161,OH,Van Wert County,"2,634",9.3,"59,377"
39,163,OH,Vinton County,"2,607",20.9,"51,015"
39,165,OH,Warren County,"13,373",5.5,"104,523"
39,167,OH,Washington County,"8,812",15.3,"59,196"
39,169,OH,Wayne County,"11,468",10.2,"70,121"
39,171,OH,Williams County,"4,368",12.3,"60,983"
39,173,OH,Wood County,"15,268",12.1,"67,254"
39,175,OH,Wyandot County,"1,929",9.1,"65,631"
40,000,OK,Oklahoma,"608,531",15.6,"59,632"
40,001,OK,Adair County,"4,014",20.7,"47,799"
40,003,OK,Alfalfa County,797,17.9,"58,045"
40,005,OK,Atoka County,"2,523",20.0,"46,160"
40,007,OK,Beaver County,613,12.4,"64,431"
40,009,OK,Beckham County,"3,771",19.3,"53,119"
40,011,OK,Blaine County,"1,401",16.9,"54,616"
40,013,OK,Bryan County,"7,726",16.4,"53,782"
40,015,OK,Caddo County,"4,294",19.1,"51,071"
40,017,OK,Canadian County,"14,428",8.7,"81,761"
40,019,OK,Carter County,"7,436",15.5,"56,052"
40,021,OK,Cherokee County,"8,578",18.5,"49,403"
40,023,OK,Choctaw County,"3,451",24.4,"41,999"
40,025,OK,Cimarron County,381,17.0,"50,900"
40,027,OK,Cleveland County,"37,908",13.3,"70,923"
40,029,OK,Coal County,"1,221",23.3,"44,040"
40,031,OK,Comanche County,"17,939",15.9,"55,600"
40,033,OK,Cotton County,"1,014",18.7,"51,036"
40,035,OK,Craig County,"2,740",20.6,"48,922"
40,037,OK,Creek County,"10,554",14.7,"57,545"
40,039,OK,Custer County,"4,169",15.8,"54,056"
40,041,OK,Delaware County,"7,158",17.5,"54,799"
40,043,OK,Dewey County,611,14.1,"55,444"
40,045,OK,Ellis County,544,15.1,"54,087"
40,047,OK,Garfield County,"9,431",15.6,"55,515"
40,049,OK,Garvin County,"4,272",16.8,"49,245"
40,051,OK,Grady County,"8,226",15.0,"66,930"
40,053,OK,Grant County,581,14.4,"55,657"
40,055,OK,Greer County,"1,062",22.8,"40,545"
40,057,OK,Harmon County,617,26.1,"41,170"
40,059,OK,Harper County,331,10.7,"65,228"
40,061,OK,Haskell County,"2,372",20.5,"44,536"
40,063,OK,Hughes County,"2,649",22.8,"43,773"
40,065,OK,Jackson County,"4,032",17.0,"53,513"
40,067,OK,Jefferson County,"1,132",21.3,"44,188"
40,069,OK,Johnston County,"2,080",20.8,"48,452"
40,071,OK,Kay County,"6,820",16.0,"53,066"
40,073,OK,Kingfisher County,"1,803",12.0,"73,023"
40,075,OK,Kiowa County,"1,872",22.8,"44,959"
40,077,OK,Latimer County,"1,930",20.7,"42,409"
40,079,OK,Le Flore County,"8,966",19.0,"47,026"
40,081,OK,Lincoln County,"5,189",15.3,"54,922"
40,083,OK,Logan County,"6,069",12.0,"76,331"
40,085,OK,Love County,"1,363",13.5,"64,723"
40,087,OK,McClain County,"4,499",10.0,"75,474"
40,089,OK,McCurtain County,"6,395",20.9,"44,465"
40,091,OK,McIntosh County,"4,013",20.9,"43,700"
40,093,OK,Major County,900,12.2,"63,840"
40,095,OK,Marshall County,"2,413",15.5,"51,341"
40,097,OK,Mayes County,"6,977",17.8,"50,174"
40,099,OK,Murray County,"1,783",13.5,"60,307"
40,101,OK,Muskogee County,"11,939",19.1,"53,035"
40,103,OK,Noble County,"1,278",12.0,"61,415"
40,105,OK,Nowata County,"1,476",15.7,"54,339"
40,107,OK,Okfuskee County,"2,395",23.8,"43,544"
40,109,OK,Oklahoma County,"125,992",16.0,"61,580"
40,111,OK,Okmulgee County,"6,844",19.2,"45,754"
40,113,OK,Osage County,"6,270",14.1,"58,677"
40,115,OK,Ottawa County,"5,806",19.8,"47,855"
40,117,OK,Pawnee County,"2,618",16.9,"54,690"
40,119,OK,Payne County,"14,232",19.4,"51,236"
40,121,OK,Pittsburg County,"7,068",17.1,"47,930"
40,123,OK,Pontotoc County,"5,262",14.1,"56,077"
40,125,OK,Pottawatomie County,"13,444",19.2,"52,695"
40,127,OK,Pushmataha County,"2,344",22.1,"39,267"
40,129,OK,Roger Mills County,538,16.3,"55,183"
40,131,OK,Rogers County,"10,019",10.3,"72,952"
40,133,OK,Seminole County,"5,672",25.0,"44,114"
40,135,OK,Sequoyah County,"8,282",21.2,"47,450"
40,137,OK,Stephens County,"8,361",19.4,"55,309"
40,139,OK,Texas County,"2,543",12.7,"60,719"
40,141,OK,Tillman County,"1,446",21.1,"44,333"
40,143,OK,Tulsa County,"102,568",15.4,"63,442"
40,145,OK,Wagoner County,"7,946",9.2,"73,851"
40,147,OK,Washington County,"7,268",14.0,"61,704"
40,149,OK,Washita County,"1,825",17.4,"54,789"
40,151,OK,Woods County,"1,300",17.2,"54,020"
40,153,OK,Woodward County,"2,744",14.7,"61,248"
41,000,OR,Oregon,"500,100",12.0,"75,638"
41,001,OR,Baker County,"2,570",15.5,"54,382"
41,003,OR,Benton County,"16,365",17.8,"70,117"
41,005,OR,Clackamas County,"34,381",8.2,"96,915"
41,007,OR,Clatsop County,"5,342",12.9,"63,667"
41,009,OR,Columbia County,"5,957",11.2,"77,572"
41,011,OR,Coos County,"10,552",16.5,"55,983"
41,013,OR,Crook County,"2,786",10.6,"69,563"
41,015,OR,Curry County,"3,266",13.9,"54,595"
41,017,OR,Deschutes County,"19,627",9.6,"84,281"
41,019,OR,Douglas County,"18,753",16.9,"55,837"
41,021,OR,Gilliam County,223,11.2,"69,038"
41,023,OR,Grant County,"1,106",15.5,"58,348"
41,025,OR,Harney County,"1,095",14.8,"56,001"
41,027,OR,Hood River County,"2,408",10.1,"75,818"
41,029,OR,Jackson County,"27,349",12.5,"68,239"
41,031,OR,Jefferson County,"2,911",12.0,"65,600"
41,033,OR,Josephine County,"15,571",18.0,"54,983"
41,035,OR,Klamath County,"10,752",15.5,"54,961"
41,037,OR,Lake County,"1,291",16.5,"54,707"
41,039,OR,Lane County,"56,320",15.1,"64,192"
41,041,OR,Lincoln County,"7,756",15.5,"57,216"
41,043,OR,Linn County,"16,554",12.8,"67,265"
41,045,OR,Malheur County,"5,681",19.8,"49,380"
41,047,OR,Marion County,"45,903",13.6,"70,861"
41,049,OR,Morrow County,"1,637",13.4,"67,524"
41,051,OR,Multnomah County,"94,900",12.1,"79,432"
41,053,OR,Polk County,"11,158",12.7,"77,156"
41,055,OR,Sherman County,259,13.3,"71,460"
41,057,OR,Tillamook County,"3,256",12.0,"64,877"
41,059,OR,Umatilla County,"8,917",11.8,"71,012"
41,061,OR,Union County,"3,841",14.9,"57,091"
41,063,OR,Wallowa County,908,12.0,"61,648"
41,065,OR,Wasco County,"4,160",16.0,"60,506"
41,067,OR,Washington County,"45,303",7.6,"98,706"
41,069,OR,Wheeler County,228,15.9,"49,716"
41,071,OR,Yamhill County,"11,015",10.7,"77,969"
42,000,PA,Pennsylvania,"1,483,039",11.8,"71,789"
42,001,PA,Adams County,"8,731",8.6,"76,554"
42,003,PA,Allegheny County,"135,204",11.3,"71,973"
42,005,PA,Armstrong County,"7,982",12.5,"57,609"
42,007,PA,Beaver County,"16,640",10.2,"67,135"
42,009,PA,Bedford County,"5,913",12.6,"55,517"
42,011,PA,Berks County,"45,310",10.8,"72,157"
42,013,PA,Blair County,"15,337",13.1,"57,884"
42,015,PA,Bradford County,"7,360",12.4,"63,529"
42,017,PA,Bucks County,"37,561",5.9,"105,202"
42,019,PA,Butler County,"16,947",8.9,"81,507"
42,021,PA,Cambria County,"20,467",16.2,"54,612"
42,023,PA,Cameron County,571,13.0,"50,338"
42,025,PA,Carbon County,"6,600",10.2,"64,766"
42,027,PA,Centre County,"22,171",16.0,"67,654"
42,029,PA,Chester County,"29,965",5.6,"117,326"
42,031,PA,Clarion County,"4,821",13.7,"57,844"
42,033,PA,Clearfield County,"8,635",11.7,"59,318"
42,035,PA,Clinton County,"4,650",12.9,"58,892"
42,037,PA,Columbia County,"8,498",13.9,"59,127"
42,039,PA,Crawford County,"10,976",13.9,"54,774"
42,041,PA,Cumberland County,"20,090",7.9,"81,295"
42,043,PA,Dauphin County,"34,778",12.3,"67,813"
42,045,PA,Delaware County,"53,893",9.7,"83,856"
42,047,PA,Elk County,"3,009",10.0,"57,570"
42,049,PA,Erie County,"38,149",14.9,"56,489"
42,051,PA,Fayette County,"21,097",17.2,"51,494"
42,053,PA,Forest County,"1,038",25.5,"43,362"
42,055,PA,Franklin County,"13,339",8.6,"73,709"
42,057,PA,Fulton County,"1,608",11.2,"64,405"
42,059,PA,Greene County,"4,164",13.0,"63,082"
42,061,PA,Huntingdon County,"5,036",13.0,"58,170"
42,063,PA,Indiana County,"10,759",14.0,"53,040"
42,065,PA,Jefferson County,"5,738",13.3,"54,248"
42,067,PA,Juniata County,"2,555",11.1,"62,661"
42,069,PA,Lackawanna County,"27,211",13.1,"61,168"
42,071,PA,Lancaster County,"48,929",9.1,"82,434"
42,073,PA,Lawrence County,"10,521",12.7,"58,730"
42,075,PA,Lebanon County,"15,850",11.3,"69,490"
42,077,PA,Lehigh County,"41,650",11.3,"72,590"
42,079,PA,Luzerne County,"47,930",15.2,"59,358"
42,081,PA,Lycoming County,"12,939",12.0,"61,729"
42,083,PA,Mc Kean County,"5,725",15.4,"58,112"
42,085,PA,Mercer County,"12,979",12.5,"57,702"
42,087,PA,Mifflin County,"6,660",14.7,"57,096"
42,089,PA,Monroe County,"20,227",12.3,"79,824"
42,091,PA,Montgomery County,"55,916",6.6,"106,743"
42,093,PA,Montour County,"1,680",9.6,"76,229"
42,095,PA,Northampton County,"32,077",10.6,"75,468"
42,097,PA,Northumberland County,"12,222",14.0,"57,822"
42,099,PA,Perry County,"3,968",8.7,"67,834"
42,101,PA,Philadelphia County,"325,746",21.5,"56,385"
42,103,PA,Pike County,"5,417",9.0,"81,886"
42,105,PA,Potter County,"2,399",15.0,"53,935"
42,107,PA,Schuylkill County,"16,576",12.2,"63,680"
42,109,PA,Snyder County,"3,635",9.8,"62,382"
42,111,PA,Somerset County,"9,781",14.3,"50,516"
42,113,PA,Sullivan County,739,13.1,"59,957"
42,115,PA,Susquehanna County,"4,219",11.2,"63,413"
42,117,PA,Tioga County,"4,822",12.2,"61,190"
42,119,PA,Union County,"4,022",11.4,"65,521"
42,121,PA,Venango County,"6,772",13.8,"52,449"
42,123,PA,Warren County,"5,002",13.5,"56,707"
42,125,PA,Washington County,"23,615",11.5,"70,751"
42,127,PA,Wayne County,"6,205",12.8,"56,973"
42,129,PA,Westmoreland County,"33,697",9.7,"71,152"
42,131,PA,Wyoming County,"2,952",11.6,"67,643"
42,133,PA,York County,"41,364",9.1,"79,938"
44,000,RI,Rhode Island,"117,858",11.2,"80,873"
44,001,RI,Bristol County,"3,277",6.9,"101,158"
44,003,RI,Kent County,"12,518",7.4,"84,230"
44,005,RI,Newport County,"5,831",7.2,"92,795"
44,007,RI,Providence County,"88,238",14.0,"74,190"
44,009,RI,Washington County,"7,993",6.5,"99,015"
45,000,SC,South Carolina,"719,381",14.0,"64,227"
45,001,SC,Abbeville County,"4,011",17.0,"50,325"
45,003,SC,Aiken County,"29,144",17.0,"67,728"
45,005,SC,Allendale County,"2,423",36.7,"35,249"
45,007,SC,Anderson County,"31,607",15.3,"62,708"
45,009,SC,Bamberg County,"3,471",28.4,"37,952"
45,011,SC,Barnwell County,"4,222",21.2,"45,080"
45,013,SC,Beaufort County,"18,794",10.0,"83,687"
45,015,SC,Berkeley County,"21,513",9.0,"79,259"
45,017,SC,Calhoun County,"2,127",15.2,"55,642"
45,019,SC,Charleston County,"47,690",11.6,"79,969"
45,021,SC,Cherokee County,"9,482",17.3,"50,403"
45,023,SC,Chester County,"5,678",17.9,"53,488"
45,025,SC,Chesterfield County,"8,439",19.6,"44,574"
45,027,SC,Clarendon County,"6,008",20.3,"46,202"
45,029,SC,Colleton County,"7,753",20.3,"47,933"
45,031,SC,Darlington County,"12,842",20.9,"50,427"
45,033,SC,Dillon County,"8,272",30.3,"37,752"
45,035,SC,Dorchester County,"17,484",10.7,"74,730"
45,037,SC,Edgefield County,"4,048",16.4,"61,318"
45,039,SC,Fairfield County,"3,644",18.1,"50,743"
45,041,SC,Florence County,"27,332",20.4,"52,650"
45,043,SC,Georgetown County,"9,713",15.2,"59,457"
45,045,SC,Greenville County,"54,179",10.1,"71,833"
45,047,SC,Greenwood County,"12,235",18.4,"49,867"
45,049,SC,Hampton County,"3,665",21.9,"43,987"
45,051,SC,Horry County,"46,928",12.5,"61,375"
45,053,SC,Jasper County,"5,310",17.2,"61,838"
45,055,SC,Kershaw County,"8,257",12.3,"61,015"
45,057,SC,Lancaster County,"10,876",10.6,"70,113"
45,059,SC,Laurens County,"11,924",18.0,"53,847"
45,061,SC,Lee County,"4,098",27.9,"41,583"
45,063,SC,Lexington County,"33,295",11.0,"73,022"
45,065,SC,McCormick County,"1,531",17.0,"56,636"
45,067,SC,Marion County,"8,923",31.6,"37,244"
45,069,SC,Marlboro County,"6,709",28.7,"39,160"
45,071,SC,Newberry County,"6,384",17.4,"55,050"
45,073,SC,Oconee County,"13,261",16.7,"61,716"
45,075,SC,Orangeburg County,"19,422",24.6,"42,209"
45,077,SC,Pickens County,"19,849",16.0,"55,333"
45,079,SC,Richland County,"63,715",16.2,"61,010"
45,081,SC,Saluda County,"2,963",15.8,"57,291"
45,083,SC,Spartanburg County,"49,261",14.6,"58,535"
45,085,SC,Sumter County,"14,610",14.4,"56,937"
45,087,SC,Union County,"4,852",18.4,"46,461"
45,089,SC,Williamsburg County,"7,479",26.3,"39,757"
45,091,SC,York County,"23,957",8.3,"83,692"
46,000,SD,South Dakota,"108,694",12.4,"70,597"
46,003,SD,Aurora County,296,11.1,"61,013"
46,005,SD,Beadle County,"2,448",12.9,"59,508"
46,007,SD,Bennett County,"1,008",30.7,"49,152"
46,009,SD,Bon Homme County,817,14.5,"62,963"
46,011,SD,Brookings County,"4,298",13.3,"71,166"
46,013,SD,Brown County,"4,064",11.0,"71,731"
46,015,SD,Brule County,765,14.8,"60,133"
46,017,SD,Buffalo County,733,39.7,"30,659"
46,019,SD,Butte County,"1,312",12.3,"64,528"
46,021,SD,Campbell County,166,12.4,"65,591"
46,023,SD,Charles Mix County,"1,918",21.5,"54,367"
46,025,SD,Clark County,497,13.5,"62,559"
46,027,SD,Clay County,"2,550",20.0,"55,263"
46,029,SD,Codington County,"3,090",10.9,"65,009"
46,031,SD,Corson County,"1,615",42.4,"39,329"
46,033,SD,Custer County,831,9.3,"75,336"
46,035,SD,Davison County,"2,680",13.7,"63,753"
46,037,SD,Day County,816,15.2,"62,786"
46,039,SD,Deuel County,366,8.5,"77,694"
46,041,SD,Dewey County,"1,298",25.4,"50,048"
46,043,SD,Douglas County,320,12.1,"73,934"
46,045,SD,Edmunds County,394,10.1,"72,004"
46,047,SD,Fall River County,"1,083",15.1,"56,976"
46,049,SD,Faulk County,351,18.0,"60,853"
46,051,SD,Grant County,793,10.9,"70,409"
46,053,SD,Gregory County,627,16.2,"49,239"
46,055,SD,Haakon County,232,12.9,"58,799"
46,057,SD,Hamlin County,508,8.2,"73,995"
46,059,SD,Hand County,300,9.7,"64,536"
46,061,SD,Hanson County,312,9.3,"79,488"
46,063,SD,Harding County,158,11.9,"65,168"
46,065,SD,Hughes County,"1,619",9.6,"79,301"
46,067,SD,Hutchinson County,888,12.7,"64,422"
46,069,SD,Hyde County,141,12.3,"64,416"
46,071,SD,Jackson County,799,28.8,"45,190"
46,073,SD,Jerauld County,237,14.9,"57,560"
46,075,SD,Jones County,131,14.9,"60,864"
46,077,SD,Kingsbury County,514,10.0,"64,215"
46,079,SD,Lake County,"1,040",10.0,"74,668"
46,081,SD,Lawrence County,"2,842",10.8,"67,606"
46,083,SD,Lincoln County,"3,755",5.3,"98,387"
46,085,SD,Lyman County,812,22.3,"54,199"
46,087,SD,McCook County,538,9.6,"70,320"
46,089,SD,McPherson County,365,16.3,"52,850"
46,091,SD,Marshall County,530,12.5,"65,643"
46,093,SD,Meade County,"2,299",7.8,"71,106"
46,095,SD,Mellette County,644,35.0,"44,702"
46,097,SD,Miner County,269,12.1,"64,099"
46,099,SD,Minnehaha County,"18,266",9.2,"75,623"
46,101,SD,Moody County,725,11.6,"70,603"
46,102,SD,Oglala Lakota County,"5,529",42.3,"40,683"
46,103,SD,Pennington County,"15,784",14.3,"67,573"
46,105,SD,Perkins County,427,15.5,"57,148"
46,107,SD,Potter County,235,9.8,"72,374"
46,109,SD,Roberts County,"1,727",17.4,"57,788"
46,111,SD,Sanborn County,316,13.6,"63,266"
46,115,SD,Spink County,722,12.1,"61,513"
46,117,SD,Stanley County,252,8.4,"81,788"
46,119,SD,Sully County,111,7.6,"76,192"
46,121,SD,Todd County,"3,598",39.5,"41,862"
46,123,SD,Tripp County,"1,053",19.8,"55,946"
46,125,SD,Turner County,724,8.3,"74,511"
46,127,SD,Union County,"1,020",6.0,"85,677"
46,129,SD,Walworth County,785,15.1,"57,100"
46,135,SD,Yankton County,"2,420",11.2,"62,951"
46,137,SD,Ziebach County,929,38.9,"40,004"
47,000,TN,Tennessee,"920,748",13.3,"65,231"
47,001,TN,Anderson County,"10,167",13.1,"64,615"
47,003,TN,Bedford County,"6,431",12.6,"70,185"
47,005,TN,Benton County,"2,649",16.7,"50,635"
47,007,TN,Bledsoe County,"2,907",22.6,"46,207"
47,009,TN,Blount County,"13,365",9.7,"69,713"
47,011,TN,Bradley County,"14,210",13.1,"62,666"
47,013,TN,Campbell County,"7,956",20.4,"44,268"
47,015,TN,Cannon County,"1,563",10.7,"63,155"
